Morph-lemma,Morph-inflection,Occurrence
禁區,禁區,17
肇,肇,17
胡椒,胡椒,17
蔓,蔓,17
計數,計數,17
話咁快,話咁快,17
誘惑,誘惑,17
路程,路程,17
輕視,輕視,17
轍,轍,17
週末,週末,17
逾,逾,17
過電,過電,17
釣魚,釣魚,17
長者,長者,17
門檻,門檻,17
開手,開手,17
隨波逐流,隨波逐流,17
風球,風球,17
南下,南下,17
廣大,廣大,17
擦鞋,擦鞋,17
soci,soci,17
單靠,單靠,17
封建,封建,17
自然而然,自然而然,17
變相,變相,17
客戶,客戶,17
歐羅,歐羅,17
珍珠,珍珠,17
lim,lim,17
備受,備受,17
工藝,工藝,17
教座,教座,17
文獻,文獻,17
景象,景象,17
溫習,溫習,17
直譯,直譯,17
露台,露台,17
做戲,做戲,17
居多,居多,17
種類,種類,17
著眼,著眼,17
火車站,火車站,17
巴打,巴打,17
抱歉,抱歉,17
不得了,不得了,17
出品,出品,17
勁過,勁過,17
燈火,燈火,17
學科,學科,17
武士,武士,17
強制,強制,17
用詞,用詞,17
miss,miss,17
一概,一概,17
判定,判定,17
心力,心力,17
敘,敘,17
落腳,落腳,17
雙語,雙語,17
一系列,一系列,17
匪夷所思,匪夷所思,17
字頭,字頭,17
歌頌,歌頌,17
夠做,夠做,17
高質,高質,17
飲品,飲品,17
各有各,各有各,17
前言,前言,17
大餐,大餐,17
從前,從前,17
滑稽,滑稽,17
爭住,爭住,17
飄渺,飄渺,17
一步步,一步步,17
大個仔,大個仔,17
挪,挪,17
客家話,客家話,17
㩒,㩒,17
書法,書法,17
要嚟,要嚟,17
SP,SP,17
受害者,受害者,17
大晒,大晒,17
思路,思路,17
慘烈,慘烈,17
成全,成全,17
授權,授權,17
時段,時段,17
體制,體制,17
pub,pub,17
不分,不分,17
公認,公認,17
毫米,毫米,17
馬上,馬上,17
大作,大作,17
岡,岡,17
bar,bar,17
教徒,教徒,17
大字,大字,17
抱怨,抱怨,17
瞳,瞳,17
粉紅色,粉紅色,17
茲,茲,17
尖銳,尖銳,17
驅逐,驅逐,17
黑人,黑人,17
本事,本事,17
任由,任由,17
強勢,強勢,17
拍檔,拍檔,17
潛意識,潛意識,17
登陸,登陸,17
真假,真假,17
鐘樓,鐘樓,17
國度,國度,17
大帝,大帝,17
家陣,家陣,17
全數,全數,17
四條,四條,17
紐約,紐約,17
公仔麵,公仔麵,17
核爆,核爆,17
糧食,糧食,17
食蕉,食蕉,17
cult,cult,17
用作,用作,17
越南,越南,17
橋段,橋段,17
色情,色情,17
衰退,衰退,17
認可,認可,17
搞法,搞法,17
空地,空地,17
交功課,交功課,17
多樣,多樣,17
濺,濺,17
個人資料,個人資料,17
嘢飲,嘢飲,17
拍片,拍片,17
激發,激發,17
當成,當成,17
簡短,簡短,17
鼓掌,鼓掌,17
不良,不良,17
抵死,抵死,17
求救,求救,17
瘀,瘀,17
可靠,可靠,17
揮之不去,揮之不去,17
語料庫,語料庫,17
主線,主線,17
入行,入行,17
曱甴,曱甴,17
隨心,隨心,17
回音,回音,17
引力,引力,17
得很,得很,17
手心,手心,17
狙擊,狙擊,17
生命力,生命力,17
睇唔起,睇唔起,17
終生,終生,17
計較,計較,17
遇見,遇見,17
降臨,降臨,17
領悟,領悟,17
鼓起,鼓起,17
一丁,一丁,17
中立,中立,17
五官,五官,17
公關,公關,17
劫匪,劫匪,17
唏噓,唏噓,17
唔多唔少,唔多唔少,17
四周圍,四周圍,17
大賣,大賣,17
套裝,套裝,17
奮鬥,奮鬥,17
廉署,廉署,17
心臟,心臟,17
憐憫,憐憫,17
憫,憫,17
暴風,暴風,17
書本,書本,17
永世,永世,17
求生,求生,17
睇穿,睇穿,17
管理員,管理員,17
聆,聆,17
茫茫,茫茫,17
行走,行走,17
言行,言行,17
跟足,跟足,17
逃出,逃出,17
逃生,逃生,17
過世,過世,17
閒話,閒話,17
霸權,霸權,17
韻味,韻味,17
香港地,香港地,17
的說,的說,17
外公,外公,17
won,won,17
全文,全文,17
助理,助理,17
木板,木板,17
萬萬,萬萬,17
應變,應變,17
作戰,作戰,17
患者,患者,17
水面,水面,17
秒鐘,秒鐘,17
女女,女女,17
率先,率先,17
test,test,17
校服,校服,17
落台,落台,17
中國大陸,中國大陸,17
到一個點,到一個點,17
毛巾,毛巾,17
還好,還好,17
賬,賬,17
遲疑,遲疑,17
接納,接納,17
歧義,歧義,17
友善,友善,17
保釋,保釋,17
出車,出車,17
高明,高明,17
晶片,晶片,17
論壇,論壇,17
tee,tee,17
傻豬,傻豬,17
國族,國族,17
一鑊熟,一鑊熟,17
上腦,上腦,17
奸笑,奸笑,17
成分,成分,17
模樣,模樣,17
螢光幕,螢光幕,17
事故,事故,17
摔,摔,17
殘舊,殘舊,17
疲倦,疲倦,17
失明,失明,17
一頭霧水,一頭霧水,17
敗壞,敗壞,17
霧水,霧水,17
財務,財務,17
餘下,餘下,17
海景,海景,17
開燈,開燈,17
豁出去,豁出去,17
死寂,死寂,17
講波,講波,17
講兩句,講兩句,17
哥哥仔,哥哥仔,17
反彈,反彈,17
仇恨,仇恨,17
不料,不料,17
函,函,17
條毛,條毛,17
長裙,長裙,17
喧,喧,17
平聲,平聲,17
打量,打量,17
急促,急促,17
木無表情,木無表情,17
烏低,烏低,17
臉色,臉色,17
雪花,雪花,17
係咁先,係咁先,17
打搞,打搞,17
退後,退後,17
阿姨,阿姨,17
勢估唔到,勢估唔到,17
維園,維園,17
罷啦,罷啦,17
電視機,電視機,17
卷軸,卷軸,17
外籍,外籍,17
留班,留班,17
沙冰,沙冰,17
人氣,人氣,16
伺,伺,16
公佈,公佈,16
出海,出海,16
分成,分成,16
到嘔,到嘔,16
前方,前方,16
剝奪,剝奪,16
化解,化解,16
同胞,同胞,16
單程,單程,16
噴霧,噴霧,16
圖片,圖片,16
基地,基地,16
大牛,大牛,16
天天,天天,16
失禮,失禮,16
好日,好日,16
山人,山人,16
帆,帆,16
徘徊,徘徊,16
急急腳,急急腳,16
抆,抆,16
掠,掠,16
攤開,攤開,16
有行,有行,16
東東,東東,16
氣溫,氣溫,16
永不,永不,16
沸,沸,16
涼亭,涼亭,16
溯,溯,16
漠視,漠視,16
烤,烤,16
直指,直指,16
眸,眸,16
祇,祇,16
窗口,窗口,16
紅雨,紅雨,16
綽,綽,16
自強,自強,16
舊年,舊年,16
虛擬,虛擬,16
虹,虹,16
西部,西部,16
路口,路口,16
車程,車程,16
轉車,轉車,16
迪士尼,迪士尼,16
速速,速速,16
運動場,運動場,16
過主,過主,16
過問,過問,16
道行,道行,16
閻,閻,16
鞍,鞍,16
頸巾,頸巾,16
顆,顆,16
馬拉,馬拉,16
八字,八字,16
定還是,定還是,16
從政,從政,16
生成,生成,16
大幅,大幅,16
間接,間接,16
髓,髓,16
出土,出土,16
大大小小,大大小小,16
皮帶,皮帶,16
馬德里,馬德里,16
彌補,彌補,16
至話,至話,16
比利時,比利時,16
起初,起初,16
陸續,陸續,16
地下室,地下室,16
岔開,岔開,16
生硬,生硬,16
顧及,顧及,16
反之,反之,16
禮儀,禮儀,16
經由,經由,16
平行,平行,16
擴展,擴展,16
不甘,不甘,16
對錯,對錯,16
buy,buy,16
史詩,史詩,16
不等,不等,16
代表作,代表作,16
喜好,喜好,16
噸,噸,16
墨西哥,墨西哥,16
有組織,有組織,16
鬥爭,鬥爭,16
黑幫,黑幫,16
允,允,16
冇心,冇心,16
竄,竄,16
駭,駭,16
熱力,熱力,16
玩家,玩家,16
落單,落單,16
親手,親手,16
相連,相連,16
肉身,肉身,16
至得,至得,16
起樓,起樓,16
下令,下令,16
近期,近期,16
防線,防線,16
前設,前設,16
液體,液體,16
濁,濁,16
拮,拮,16
加快,加快,16
連連,連連,16
似曾相識,似曾相識,16
柔和,柔和,16
翌,翌,16
肖,肖,16
凝視,凝視,16
宣言,宣言,16
心願,心願,16
必需,必需,16
戰機,戰機,16
櫻花,櫻花,16
阿嫂,阿嫂,16
飛行,飛行,16
依靠,依靠,16
推論,推論,16
社長,社長,16
不留,不留,16
佈置,佈置,16
口口聲聲,口口聲聲,16
噁心,噁心,16
慈善,慈善,16
換言之,換言之,16
畢業生,畢業生,16
自焚,自焚,16
夥,夥,16
死水,死水,16
迷人,迷人,16
當堂,當堂,16
奇異,奇異,16
與此同時,與此同時,16
不愧,不愧,16
預計,預計,16
妓女,妓女,16
戀人,戀人,16
容忍,容忍,16
分店,分店,16
講到明,講到明,16
協議,協議,16
搣,搣,16
兜兜轉轉,兜兜轉轉,16
半身,半身,16
蝕底,蝕底,16
下沉,下沉,16
互動,互動,16
搜尋,搜尋,16
橙色,橙色,16
氣體,氣體,16
航空,航空,16
語系,語系,16
身世,身世,16
啱先,啱先,16
家變,家變,16
射手,射手,16
風度,風度,16
時時,時時,16
姬,姬,16
潮州,潮州,16
熱潮,熱潮,16
發電,發電,16
白費,白費,16
精細,精細,16
識貨,識貨,16
轉彎,轉彎,16
陰功,陰功,16
主旨,主旨,16
垂死,垂死,16
小學生,小學生,16
精神分裂,精神分裂,16
公子,公子,16
寥,寥,16
情懷,情懷,16
攏,攏,16
教導,教導,16
鑄,鑄,16
麻木,麻木,16
一輪嘴,一輪嘴,16
不由分說,不由分說,16
不負責任,不負責任,16
不適,不適,16
中西區,中西區,16
共產主義,共產主義,16
出局,出局,16
別字,別字,16
剎那間,剎那間,16
反射,反射,16
困境,困境,16
失調,失調,16
學養,學養,16
強求,強求,16
得手,得手,16
承傳,承傳,16
散熱,散熱,16
書局,書局,16
柒頭,柒頭,16
格鬥,格鬥,16
樂於,樂於,16
歡笑,歡笑,16
死忠,死忠,16
母親節,母親節,16
活潑,活潑,16
消防,消防,16
清理,清理,16
烏托邦,烏托邦,16
當權,當權,16
罕有,罕有,16
老翻,老翻,16
至無,至無,16
西區,西區,16
西褲,西褲,16
賭場,賭場,16
連鎖,連鎖,16
難講,難講,16
高樓,高樓,16
一腳踢,一腳踢,16
協助,協助,16
噪,噪,16
手足,手足,16
預料,預料,16
怯,怯,16
條文,條文,16
資深,資深,16
跪低,跪低,16
來電,來電,16
周末,周末,16
崗位,崗位,16
好聲,好聲,16
當事人,當事人,16
發熱,發熱,16
性工作者,性工作者,16
嗡,嗡,16
琳,琳,16
BT,BT,16
醒目,醒目,16
遍地,遍地,16
勵志,勵志,16
巴閉,巴閉,16
收得,收得,16
特技,特技,16
置信,置信,16
VCD,VCD,16
點收,點收,16
大魚,大魚,16
辯護,辯護,16
制定,制定,16
謝謝,謝謝,16
濾,濾,16
菲律賓,菲律賓,16
詳情,詳情,16
請人,請人,16
後天,後天,16
追上,追上,16
拗頸,拗頸,16
主導,主導,16
人仔,人仔,16
突擊,突擊,16
部署,部署,16
明天,明天,16
真誠,真誠,16
莫過於,莫過於,16
衷心,衷心,16
解答,解答,16
唔爭在,唔爭在,16
封印,封印,16
風頭,風頭,16
起底,起底,16
當眾,當眾,16
修補,修補,16
爆料,爆料,16
阿sir,阿sir,16
好飲,好飲,16
玩嘢,玩嘢,16
霆,霆,16
嗜,嗜,16
俏,俏,16
八度,八度,16
千鈞一髮,千鈞一髮,16
壓低,壓低,16
好客,好客,16
往事,往事,16
得戚,得戚,16
照例,照例,16
預感,預感,16
醒你,醒你,16
嚼,嚼,16
讚美,讚美,16
掌聲,掌聲,16
逞,逞,16
預科,預科,16
潛力,潛力,16
字條,字條,16
倉頡,倉頡,16
來來去去,來來去去,16
cop,cop,16
八卦,八卦,16
延長,延長,16
門將,門將,16
多利亞,多利亞,16
剩下,剩下,16
搞事,搞事,16
考生,考生,16
浦,浦,16
圍內,圍內,16
一陣子,一陣子,16
標點,標點,16
港澳,港澳,16
byte,byte,16
敗類,敗類,16
無效,無效,16
心虛,心虛,16
綜援,綜援,16
預警,預警,16
嗚呀,嗚呀,16
蒲頭,蒲頭,16
下唇,下唇,16
不要緊,不要緊,16
嗄,嗄,16
失聲,失聲,16
婦人,婦人,16
投胎,投胎,16
放在眼內,放在眼內,16
眼眶,眼眶,16
知曉,知曉,16
緊握,緊握,16
脅持,脅持,16
起勢,起勢,16
粵語入文,粵語入文,16
鳩痕,鳩痕,16
毛筆,毛筆,16
收市,收市,16
武術,武術,16
示愛,示愛,16
自製,自製,16
達標,達標,16
快快趣趣,快快趣趣,16
撮合,撮合,16
財爺,財爺,16
跪玻璃,跪玻璃,16
餐牌,餐牌,16
寫信,寫信,16
記起,記起,16
預演,預演,16
音樂盒,音樂盒,16
僧,僧,15
先前,先前,15
光陰,光陰,15
公路,公路,15
前夕,前夕,15
卅,卅,15
即場,即場,15
因應,因應,15
困擾,困擾,15
地名,地名,15
境內,境內,15
天涯,天涯,15
字體,字體,15
季候風,季候風,15
寧靜,寧靜,15
山頭,山頭,15
廣闊,廣闊,15
意欲,意欲,15
戴頭盔,戴頭盔,15
打圓場,打圓場,15
投放,投放,15
撞車,撞車,15
擱,擱,15
擴建,擴建,15
擴闊,擴闊,15
早年,早年,15
是日,是日,15
楓,楓,15
正選,正選,15
洗手間,洗手間,15
海報,海報,15
混淆,混淆,15
溫和,溫和,15
漁民,漁民,15
瀑布,瀑布,15
瀝,瀝,15
為所欲為,為所欲為,15
無異,無異,15
猴,猴,15
瑕,瑕,15
瓣,瓣,15
略嫌,略嫌,15
畸,畸,15
監獄,監獄,15
笏,笏,15
筍,筍,15
籌款,籌款,15
翻查,翻查,15
臨近,臨近,15
舉動,舉動,15
荔,荔,15
荔枝,荔枝,15
行車,行車,15
衡量,衡量,15
設立,設立,15
試驗,試驗,15
賽事,賽事,15
辰,辰,15
過時,過時,15
遠見,遠見,15
邊境,邊境,15
重心,重心,15
重要性,重要性,15
順理成章,順理成章,15
順眼,順眼,15
領隊,領隊,15
類同,類同,15
顯著,顯著,15
風平浪靜,風平浪靜,15
鬆啲,鬆啲,15
大市,大市,15
武林,武林,15
沽,沽,15
躲,躲,15
利潤,利潤,15
哲學家,哲學家,15
擴張,擴張,15
更甚,更甚,15
購買,購買,15
霍,霍,15
對聯,對聯,15
中譯,中譯,15
構圖,構圖,15
殉道,殉道,15
營運,營運,15
管制,管制,15
長久,長久,15
古時,古時,15
密切,密切,15
祀,祀,15
細緻,細緻,15
細膩,細膩,15
親愛,親愛,15
陰暗,陰暗,15
扭計,扭計,15
住客,住客,15
全城,全城,15
地底,地底,15
大理石,大理石,15
摩爾,摩爾,15
零食,零食,15
造就,造就,15
七七八八,七七八八,15
分辨,分辨,15
著手,著手,15
貧富,貧富,15
抬高,抬高,15
跛,跛,15
中部,中部,15
對立,對立,15
強迫,強迫,15
毆,毆,15
迎合,迎合,15
中期,中期,15
壯大,壯大,15
詩詞,詩詞,15
人脈,人脈,15
俄羅斯,俄羅斯,15
可卡因,可卡因,15
咒罵,咒罵,15
脈絡,脈絡,15
防止,防止,15
高達,高達,15
罐頭,罐頭,15
藥物,藥物,15
註冊,註冊,15
遙控,遙控,15
銷售,銷售,15
半空,半空,15
古文,古文,15
報答,報答,15
嬰兒,嬰兒,15
忍心,忍心,15
攘,攘,15
明日,明日,15
影子,影子,15
氣味,氣味,15
復活節,復活節,15
翻版,翻版,15
踎,踎,15
迂,迂,15
重生,重生,15
大樓,大樓,15
宮殿,宮殿,15
睡房,睡房,15
虔,虔,15
跟隨,跟隨,15
野心,野心,15
二手,二手,15
投身,投身,15
規劃,規劃,15
酋長,酋長,15
長方形,長方形,15
顛覆,顛覆,15
協調,協調,15
大選,大選,15
比率,比率,15
鄰居,鄰居,15
墮落,墮落,15
煞有介事,煞有介事,15
荷包,荷包,15
躉,躉,15
駱,駱,15
珍藏,珍藏,15
近代,近代,15
側面,側面,15
母子,母子,15
深愛,深愛,15
來信,來信,15
千古,千古,15
子孫,子孫,15
朕,朕,15
歐美,歐美,15
賦予,賦予,15
逆轉,逆轉,15
雀躍,雀躍,15
修長,修長,15
慾望,慾望,15
歸類,歸類,15
青蛙,青蛙,15
來臨,來臨,15
洶,洶,15
演化,演化,15
連環,連環,15
上學,上學,15
之列,之列,15
出走,出走,15
加深,加深,15
本意,本意,15
縛,縛,15
領略,領略,15
不符,不符,15
了結,了結,15
神科,神科,15
萎,萎,15
年少,年少,15
廟宇,廟宇,15
癩,癩,15
競技,競技,15
列出,列出,15
薑,薑,15
雞皮,雞皮,15
叮叮,叮叮,15
味精,味精,15
平平無奇,平平無奇,15
餃,餃,15
明月,明月,15
癖,癖,15
講道,講道,15
靈性,靈性,15
餘地,餘地,15
輪椅,輪椅,15
捕捉,捕捉,15
汪,汪,15
高速,高速,15
主題曲,主題曲,15
獨白,獨白,15
雜物,雜物,15
坐定定,坐定定,15
茶樓,茶樓,15
待遇,待遇,15
原居民,原居民,15
學界,學界,15
畜,畜,15
元朗,元朗,15
家公,家公,15
構造,構造,15
模擬,模擬,15
熱帶,熱帶,15
變色,變色,15
迷你,迷你,15
輸出,輸出,15
住屋,住屋,15
外套,外套,15
得啖笑,得啖笑,15
拉麵,拉麵,15
探究,探究,15
迎接,迎接,15
造作,造作,15
開場,開場,15
睥,睥,15
火焰,火焰,15
好衰,好衰,15
心知肚明,心知肚明,15
杆,杆,15
死仔,死仔,15
停手,停手,15
蔑,蔑,15
鳩噏,鳩噏,15
推崇,推崇,15
嗰陣時,嗰陣時,15
西瓜,西瓜,15
不當,不當,15
全力,全力,15
弟弟,弟弟,15
有朝一日,有朝一日,15
Dee,Dee,15
PK,PK,15
loop,loop,15
team,team,15
一乾二淨,一乾二淨,15
勞工,勞工,15
千方百計,千方百計,15
吹噓,吹噓,15
奔走,奔走,15
好耐之前,好耐之前,15
如夢初醒,如夢初醒,15
娛樂圈,娛樂圈,15
建構,建構,15
從不,從不,15
怪獸家長,怪獸家長,15
懺,懺,15
懺悔,懺悔,15
成千上萬,成千上萬,15
掩蓋,掩蓋,15
政局,政局,15
泰山,泰山,15
溺,溺,15
火箭,火箭,15
爛尾,爛尾,15
由始至終,由始至終,15
當前,當前,15
瘋傳,瘋傳,15
知音,知音,15
罷工,罷工,15
老餅,老餅,15
英明,英明,15
萬聖節,萬聖節,15
要生要死,要生要死,15
說穿,說穿,15
輕微,輕微,15
量化,量化,15
隨身,隨身,15
難以想像,難以想像,15
面臨,面臨,15
頭也不回,頭也不回,15
轉動,轉動,15
配音,配音,15
信箱,信箱,15
社團,社團,15
白紙,白紙,15
註定,註定,15
論政,論政,15
謊,謊,15
昨晚,昨晚,15
橫額,橫額,15
選區,選區,15
白車,白車,15
于,于,15
恐慌,恐慌,15
鹹魚,鹹魚,15
gag,gag,15
有為,有為,15
濕鳩,濕鳩,15
青衣,青衣,15
塑膠,塑膠,15
法令,法令,15
過失,過失,15
做乜嘢,做乜嘢,15
sem,sem,15
寨,寨,15
生日會,生日會,15
爛片,爛片,15
和理非,和理非,15
句法,句法,15
冤枉,冤枉,15
底層,底層,15
觸覺,觸覺,15
無可否認,無可否認,15
鋼琴,鋼琴,15
包拗頸,包拗頸,15
豹,豹,15
不期然,不期然,15
性別,性別,15
消磨,消磨,15
多心,多心,15
親口,親口,15
莎士比亞,莎士比亞,15
龍頭,龍頭,15
fans,fans,15
快活,快活,15
效益,效益,15
鬼妹,鬼妹,15
意氣,意氣,15
外貌,外貌,15
題外話,題外話,15
呢家,呢家,15
鬆一口氣,鬆一口氣,15
苦澀,苦澀,15
頭皮,頭皮,15
脫毒,脫毒,15
禎,禎,15
豎起,豎起,15
觀乎,觀乎,15
下流,下流,15
生育,生育,15
印花,印花,15
重傷,重傷,15
暗啞,暗啞,15
重播,重播,15
目瞪口呆,目瞪口呆,15
blog,blog,15
聽人講,聽人講,15
報應,報應,15
拿拿臨,拿拿臨,15
好勝,好勝,15
寄生,寄生,15
陽具,陽具,15
摩打,摩打,15
正視,正視,15
後樓梯,後樓梯,15
嘔心,嘔心,15
定理,定理,15
同仁,同仁,15
外地,外地,15
球證,球證,15
花灑,花灑,15
利物浦,利物浦,15
死蠢,死蠢,15
廣府,廣府,15
中港,中港,15
姣,姣,15
舒適,舒適,15
恍然大悟,恍然大悟,15
些牙,些牙,15
七彩,七彩,15
遠古,遠古,15
桿,桿,15
登對,登對,15
匙羹,匙羹,15
慌張,慌張,15
鮑,鮑,15
社工,社工,15
咆哮,咆哮,15
拚,拚,15
晌,晌,15
槍聲,槍聲,15
檸茶,檸茶,15
淡然,淡然,15
烏低身,烏低身,15
線索,線索,15
該死,該死,15
傻笑,傻笑,15
嘖嘖稱奇,嘖嘖稱奇,15
後腦,後腦,15
發射,發射,15
略略,略略,15
同輩,同輩,15
市鎮,市鎮,15
剛好,剛好,15
司長,司長,15
完場,完場,15
痴漢,痴漢,15
躊躇,躊躇,15
阿邊個,阿邊個,15
大喜過望,大喜過望,15
巨響,巨響,15
急事,急事,15
杯麵,杯麵,15
一個二個,一個二個,15
南音,南音,15
音色,音色,15
冚家剷,冚家剷,15
避孕,避孕,15
避孕套,避孕套,15
鄙人,鄙人,15
防暴,防暴,15
不便,不便,14
主辦,主辦,14
假日,假日,14
儲物櫃,儲物櫃,14
冬至,冬至,14
列為,列為,14
前身,前身,14
原定,原定,14
受惠,受惠,14
合力,合力,14
合時,合時,14
同伴,同伴,14
墟,墟,14
墳場,墳場,14
壺,壺,14
大團圓,大團圓,14
奇蹟,奇蹟,14
子彈,子彈,14
孭,孭,14
宣揚,宣揚,14
尚算,尚算,14
山路,山路,14
度高,度高,14
從容,從容,14
怠慢,怠慢,14
戰略,戰略,14
扒艇,扒艇,14
打倒,打倒,14
摷,摷,14
改建,改建,14
時份,時份,14
暫停,暫停,14
望見,望見,14
標示,標示,14
流失,流失,14
深淺,深淺,14
清除,清除,14
渠道,渠道,14
渺小,渺小,14
溢,溢,14
漫無目的,漫無目的,14
焗住,焗住,14
爛泥,爛泥,14
猖獗,猖獗,14
發揚,發揚,14
白虎,白虎,14
精華,精華,14
老人院,老人院,14
自如,自如,14
蠔,蠔,14
豪華,豪華,14
轉向,轉向,14
長命,長命,14
閃爍,閃爍,14
開張,開張,14
關閉,關閉,14
降落,降落,14
隊伍,隊伍,14
靴,靴,14
馬鞍,馬鞍,14
鼻涕,鼻涕,14
古今,古今,14
埠,埠,14
東南亞,東南亞,14
爆破,爆破,14
驕,驕,14
促成,促成,14
全名,全名,14
大名,大名,14
大規模,大規模,14
媒介,媒介,14
市價,市價,14
潛在,潛在,14
開花結果,開花結果,14
刊登,刊登,14
山窿,山窿,14
活躍,活躍,14
為首,為首,14
瓷,瓷,14
碎片,碎片,14
追殺,追殺,14
骨頭,骨頭,14
多此一舉,多此一舉,14
幕後,幕後,14
資助,資助,14
食材,食材,14
boy,boy,14
全年,全年,14
建造,建造,14
炬,炬,14
習俗,習俗,14
不可或缺,不可或缺,14
四海,四海,14
敢問,敢問,14
時日,時日,14
臭味,臭味,14
詮,詮,14
環顧,環顧,14
曳,曳,14
身體健康,身體健康,14
浴室,浴室,14
精讀,精讀,14
馬蹄,馬蹄,14
出力,出力,14
婿,婿,14
